WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;MeestVoorkomendePostcode_113;HuishoudensTotaal_28;GemiddeldeHuishoudensgrootte_32;Bevolkingsdichtheid_33;GemiddeldeWOZWaardeVanWoningen_35;PercentageEengezinswoning_36;Koopwoningen_40;InBezitWoningcorporatie_42;InBezitOverigeVerhuurders_43;BouwjaarVanaf2000_46;GemiddeldAardgasverbruikTotaal_55;Gemiddeld_opleidingsniveau;Percent_inkomensontvangers;Bedrijfsvestigingen_per_huishuidens;PersonenautoSPerHuishouden_102;AfstandTotSchool_108;Omgevingsadressendichtheid_116
Altena;Noordenveld;Buurt;16990610;9321;120;2,5;1606,0;229,0;96,0;65,0;31,0;3,0;1,0;;2,04;;0,20833333333333334;1,6;2,9;64,0
Peizermade;Noordenveld;Buurt;16990620;9321;40;2,7;232,0;345,0;98,0;98,0;0,0;2,0;7,0;;1,875;;0,5;;2,1;122,0
Verspreide huizen Peize Noord;Noordenveld;Buurt;16990630;9321;280;2,4;29,0;457,0;92,0;93,0;0,0;7,0;10,0;;2,309090909090909;;0,42857142857142855;1,8;2,2;127,0
Emmeloord-Centrum-Tussen Gracht en Vaart;Noordoostpolder;Buurt;1710101;8301;1135;1,7;4511,0;153,0;44,0;38,0;47,0;15,0;45,0;;1,8;;0,0881057268722467;0,8;1,1;1532,0
Emmeloord-Centrum-Centrum West;Noordoostpolder;Buurt;1710102;8302;690;1,9;1248,0;182,0;83,0;54,0;38,0;8,0;5,0;;1,7575757575757576;;0,2028985507246377;1,0;0,4;1451,0
Emmeloord-Centrum-Bos en Gaard;Noordoostpolder;Buurt;1710103;8302;150;2,1;837,0;;41,0;55,0;1,0;44,0;18,0;;2,1;;0,26666666666666666;1,4;0,9;987,0
Emmeloord-Centrum-Centrum Oost;Noordoostpolder;Buurt;1710104;8302;605;2,0;1473,0;169,0;75,0;29,0;53,0;18,0;2,0;;1,797872340425532;;0,371900826446281;1,0;0,6;1344,0
Emmeloord-Revelsant-Noord;Noordoostpolder;Buurt;1710105;8303;615;1,9;1304,0;151,0;49,0;37,0;46,0;16,0;1,0;;1,8571428571428572;;0,08943089430894309;0,8;0,3;1407,0
Emmeloord-Revelsant-Zuid;Noordoostpolder;Buurt;1710106;8303;1065;2,2;4443,0;152,0;86,0;44,0;53,0;3,0;9,0;;1,7081081081081082;;0,11267605633802817;1,0;0,5;1121,0
Emmeloord-Espelervaart-Bergenbuurt;Noordoostpolder;Buurt;1710107;8303;565;2,2;4603,0;167,0;77,0;58,0;37,0;5,0;26,0;;1,8695652173913044;;0,1415929203539823;1,0;0,6;1777,0
Emmeloord-Espelervaart-Rivierenbuurt;Noordoostpolder;Buurt;1710108;8303;765;2,1;4418,0;168,0;81,0;60,0;36,0;5,0;0,0;;1,7661290322580645;;0,0784313725490196;1,0;0,3;1664,0
Emmeloord-Espelervaart-Espelervaart West;Noordoostpolder;Buurt;1710109;8303;1135;2,5;4054,0;196,0;100,0;73,0;23,0;5,0;0,0;;1,9150943396226414;;0,13215859030837004;1,2;0,4;1277,0
Emmeloord-de Zuidert;Noordoostpolder;Buurt;1710110;8304;1505;2,1;4238,0;180,0;85,0;62,0;30,0;8,0;0,0;;1,8389830508474576;;0,09634551495016612;1,0;0,4;1093,0
Emmeloord-de Erven;Noordoostpolder;Buurt;1710111;8302;1930;2,5;3913,0;273,0;97,0;87,0;8,0;5,0;7,0;;2,0837696335078535;;0,15803108808290156;1,3;0,8;982,0
Emmeloord-Waterland;Noordoostpolder;Buurt;1710112;8302;80;2,9;2044,0;347,0;100,0;99,0;0,0;1,0;100,0;;2,0;;0,25;1,6;2,0;228,0
Emmeloord-Emmelhage-Boswonen;Noordoostpolder;Buurt;1710113;8302;740;3,1;3574,0;324,0;97,0;85,0;11,0;3,0;99,0;;2,16969696969697;;0,18243243243243243;1,4;2,0;403,0
Emmeloord-Emmelhage-Waterwonen/Polderwon;Noordoostpolder;Buurt;1710114;8303;20;2,6;52,0;;;;;;;;2,142857142857143;;0,5;;1,6;600,0
Emmeloord-Bedrijventerrein de Munt;Noordoostpolder;Buurt;1710115;8305;20;2,8;39,0;;;;;;;;2,0;;8,5;;2,0;221,0
Emmeloord-Bedrijventerrein Nagelerweg;Noordoostpolder;Buurt;1710116;8304;20;2,2;34,0;261,0;57,0;57,0;0,0;43,0;0,0;;2,0;;12,5;;1,0;610,0
Emmeloord-Bedrijventerrein A6;Noordoostpolder;Buurt;1710117;8304;1;;;;;;;;;;;;65,0;;;91,0
Emmeloord-landelijk gebied;Noordoostpolder;Buurt;1710118;8305;225;2,8;14,0;368,0;100,0;86,0;0,0;14,0;6,0;;2,0980392156862746;;0,6222222222222222;1,7;3,4;63,0
Bant-woonkern;Noordoostpolder;Buurt;1710219;8314;315;2,3;2723,0;195,0;95,0;68,0;27,0;4,0;12,0;;;;0,1746031746031746;1,3;0,3;130,0
Bant-bedrijventerrein;Noordoostpolder;Buurt;1710220;8314;5;3,0;116,0;;;;;;;;;;4,0;;1,1;112,0
Bant-landelijk gebied;Noordoostpolder;Buurt;1710221;8314;225;2,9;17,0;402,0;98,0;89,0;0,0;11,0;22,0;;;;0,6;1,5;2,2;35,0
Luttelgeest-woonkern;Noordoostpolder;Buurt;1710322;8315;365;2,4;2344,0;177,0;97,0;69,0;25,0;6,0;26,0;;1,8923076923076922;;0,1643835616438356;1,4;0,4;143,0
Luttelgeest-landelijk gebied;Noordoostpolder;Buurt;1710323;8315;265;2,8;37,0;232,0;73,0;42,0;0,0;58,0;54,0;;1,889908256880734;;0,7924528301886793;1,7;1,2;66,0
Marknesse-woonkern;Noordoostpolder;Buurt;1710424;8316;1175;2,2;2760,0;192,0;87,0;65,0;25,0;10,0;15,0;;1,9278350515463918;;0,1276595744680851;1,2;0,4;436,0
Marknesse-bedrijventerrein;Noordoostpolder;Buurt;1710425;8316;35;2,7;288,0;330,0;97,0;81,0;0,0;19,0;19,0;;1,875;;2,0;;0,8;363,0
Marknesse-landelijk gebied;Noordoostpolder;Buurt;1710426;8316;375;2,7;20,0;375,0;100,0;87,0;0,0;13,0;11,0;;2,116883116883117;;0,6266666666666667;1,5;2,8;62,0
Kraggenburg-woonkern;Noordoostpolder;Buurt;1710527;8317;340;2,3;1864,0;185,0;99,0;69,0;29,0;2,0;1,0;;1,9344262295081966;;0,17647058823529413;1,3;0,3;134,0
Kraggenburg-bedrijventerrein;Noordoostpolder;Buurt;1710528;8317;5;2,0;;;;;;;;;;;4,0;;;135,0
Kraggenburg-bedrijventerrein;Noordoostpolder;Buurt;1710529;8317;1;2,0;;;;;;;;;;;10,0;;;134,0
Kraggenburg-landelijk gebied;Noordoostpolder;Buurt;1710530;8317;235;2,6;17,0;368,0;100,0;87,0;0,0;13,0;4,0;;;;0,574468085106383;1,7;3,1;18,0
Ens-woonkern;Noordoostpolder;Buurt;1710631;8307;885;2,4;3256,0;193,0;92,0;68,0;28,0;4,0;11,0;;1,8838709677419354;;0,1694915254237288;1,3;0,3;338,0
Ens-bedrijventerrein;Noordoostpolder;Buurt;1710632;8307;25;3,1;403,0;314,0;96,0;96,0;0,0;4,0;32,0;;1,8;;1,2;;0,7;291,0
Ens-landelijk gebied;Noordoostpolder;Buurt;1710633;8307;330;2,8;22,0;354,0;100,0;89,0;0,0;11,0;16,0;;2,0921052631578947;;0,5909090909090909;1,7;3,1;72,0
Nagele-woonkern;Noordoostpolder;Buurt;1710734;8308;505;2,1;1494,0;165,0;99,0;54,0;36,0;9,0;10,0;;1,8780487804878048;;0,1188118811881188;1,1;0,4;186,0
Nagele-bedrijventerrein;Noordoostpolder;Buurt;1710735;8308;10;2,2;121,0;;;;;;;;;;3,0;;0,7;151,0
Nagele-landelijk gebied;Noordoostpolder;Buurt;1710736;8308;315;2,7;17,0;380,0;99,0;87,0;0,0;12,0;4,0;;;;0,6666666666666666;1,6;3,7;18,0
Tollebeek-woonkern;Noordoostpolder;Buurt;1710837;8309;620;3,0;3296,0;229,0;100,0;80,0;16,0;5,0;32,0;;1,889763779527559;;0,24193548387096775;1,3;0,4;212,0
Tollebeek-bedrijventerrein;Noordoostpolder;Buurt;1710838;8309;10;2,3;382,0;;;;;;;;;;1,0;;0,7;181,0
Tollebeek-landelijk gebied;Noordoostpolder;Buurt;1710839;8309;170;3,3;19,0;438,0;99,0;82,0;0,0;18,0;4,0;;;;0,7058823529411765;1,9;3,1;23,0
Espel-woonkern;Noordoostpolder;Buurt;1710941;8311;365;2,4;2101,0;193,0;98,0;72,0;19,0;9,0;21,0;;1,8181818181818181;;0,2191780821917808;1,2;0,5;138,0
Espel-bedrijventerrein;Noordoostpolder;Buurt;1710942;8311;5;2,3;171,0;;;;;;;;;;4,0;;0,9;138,0
Espel-landelijk gebied;Noordoostpolder;Buurt;1710943;8311;195;2,9;18,0;423,0;100,0;85,0;0,0;14,0;3,0;;;;0,8205128205128205;1,8;2,9;22,0
Creil-woonkern;Noordoostpolder;Buurt;1711045;8312;455;2,4;2248,0;197,0;94,0;67,0;29,0;4,0;35,0;;1,7901234567901234;;0,17582417582417584;1,1;0,5;164,0
Creil-bedrijventerrein;Noordoostpolder;Buurt;1711046;8312;5;3,2;321,0;;;;;;;;;;1,0;;0,6;164,0
Creil-landelijk gebied;Noordoostpolder;Buurt;1711047;8312;215;2,7;19,0;429,0;100,0;86,0;0,0;14,0;2,0;;;;0,7209302325581395;1,7;2,9;23,0
Rutten-woonkern;Noordoostpolder;Buurt;1711149;8313;390;2,3;1902,0;205,0;99,0;68,0;29,0;3,0;24,0;;1,855072463768116;;0,15384615384615385;1,2;0,4;152,0
Rutten-bedrijventerrein;Noordoostpolder;Buurt;1711150;8313;5;3,4;225,0;;;;;;;;;;3,0;;0,7;133,0
Rutten-landelijk gebied;Noordoostpolder;Buurt;1711151;8313;270;2,8;18,0;393,0;100,0;86,0;0,0;14,0;3,0;;;;0,7222222222222222;1,6;2,8;26,0
Schokland-woonkern;Noordoostpolder;Buurt;1711252;8319;1;1,7;;;;;;;;;;;5,0;;;7,0
Dorpskern;Noordwijk;Buurt;5750000;2201;3795;2,2;3793,0;362,0;63,0;60,0;22,0;16,0;42,0;;2,1141975308641974;;0,21212121212121213;1,0;0,5;2080,0
Beeklaan-kwartier;Noordwijk;Buurt;5750001;2201;2195;2,2;5153,0;307,0;71,0;65,0;18,0;17,0;4,0;;2,0332480818414322;;0,15034168564920272;1,1;0,4;1535,0
Boerenburg en Grashoek;Noordwijk;Buurt;5750002;2203;1670;2,2;3163,0;294,0;61,0;67,0;25,0;8,0;2,0;;1,9850746268656716;;0,12574850299401197;1,0;0,5;1764,0
Estec;Noordwijk;Buurt;5750004;2201;1;;;;;;;;;;;;0,0;;;651,0
Dr. Mr. W. van den Berghstichting;Noordwijk;Buurt;5750005;2201;15;1,6;1364,0;440,0;68,0;0,0;0,0;100,0;0,0;;;;0,6666666666666666;;1,8;377,0
Verspreide huizen Zuiden en Oosten;Noordwijk;Buurt;5750009;2201;125;2,5;58,0;555,0;88,0;84,0;0,0;15,0;25,0;;;;3,4;;1,3;622,0
Dorpskern;Noordwijk;Buurt;5750100;2202;1765;1,8;5725,0;312,0;49,0;62,0;6,0;31,0;8,0;;2,074803149606299;;0,32011331444759206;0,9;0,3;1720,0
Villawijk-Zuid;Noordwijk;Buurt;5750101;2202;745;2,1;631,0;921,0;46,0;75,0;0,0;21,0;17,0;;2,393162393162393;;0,40939597315436244;1,5;1,0;1267,0
De Noord;Noordwijk;Buurt;5750102;2202;1540;2,0;1706,0;353,0;66,0;56,0;24,0;16,0;7,0;;2,0319634703196345;;0,1590909090909091;1,0;0,4;1571,0
Sancta Maria;Noordwijk;Buurt;5750108;2204;75;2,8;993,0;828,0;14,0;95,0;0,0;4,0;28,0;;2,5789473684210527;;0,3333333333333333;1,4;2,5;227,0
Verspreide huizen Langeveld;Noordwijk;Buurt;5750109;2204;270;2,1;29,0;504,0;79,0;60,0;0,0;37,0;22,0;;2,2045454545454546;;0,5555555555555556;1,3;2,7;261,0
Noordwijkerhout;Noordwijk;Buurt;5750200;2211;5455;2,2;5122,0;292,0;67,0;59,0;33,0;8,0;27,0;;1,9763186221743811;;0,17231897341888175;1,0;0,7;1430,0
Kleine Zilk;Noordwijk;Buurt;5750201;2211;125;2,6;101,0;399,0;98,0;88,0;0,0;11,0;14,0;;2,2142857142857144;;1,0;1,8;1,7;110,0
Grote Zilk;Noordwijk;Buurt;5750202;2191;825;2,4;724,0;299,0;92,0;68,0;24,0;8,0;11,0;;1,9615384615384615;;0,23636363636363636;1,2;0,4;308,0
Verspr.h. ten zuiden van de gemeente;Noordwijk;Buurt;5750208;2211;240;2,5;101,0;501,0;95,0;86,0;0,0;13,0;23,0;;1,9361702127659575;;0,5416666666666666;1,3;1,3;597,0
Verspreide huizen in het Centrum;Noordwijk;Buurt;5750209;2211;815;2,1;204,0;463,0;98,0;85,0;0,0;14,0;27,0;;2,0948905109489053;;0,5705521472392638;1,6;1,9;368,0
Nuenen-Noord;Nuenen, Gerwen en Nederwetten;Buurt;8200000;5671;2625;2,1;2166,0;351,0;67,0;64,0;22,0;14,0;19,0;;2,1748633879781423;;0,2361904761904762;1,2;0,7;1416,0
Nuenen-Zuid;Nuenen, Gerwen en Nederwetten;Buurt;8200001;5672;3080;2,3;3526,0;308,0;92,0;80,0;15,0;5,0;4,0;;2,1775147928994083;;0,20292207792207792;1,2;0,6;1336,0
Nuenen-Oost;Nuenen, Gerwen en Nederwetten;Buurt;8200002;5673;2545;2,4;3651,0;361,0;93,0;74,0;17,0;8,0;4,0;;2,2526096033402925;;0,1787819253438114;1,3;1,0;1204,0
Eeneind;Nuenen, Gerwen en Nederwetten;Buurt;8200003;5674;295;2,4;156,0;433,0;98,0;89,0;0,0;11,0;16,0;;2,0892857142857144;;1,1864406779661016;;1,7;235,0
Verspreide huizen Boord, Opwetten;Nuenen, Gerwen en Nederwetten;Buurt;8200008;5674;310;2,6;286,0;397,0;99,0;70,0;12,0;17,0;68,0;;2,3376623376623376;;0,27419354838709675;1,1;1,4;420,0
Verspr.h. ten zuidoosten van Nuenen;Nuenen, Gerwen en Nederwetten;Buurt;8200009;5674;25;2,1;14,0;610,0;100,0;97,0;0,0;3,0;3,0;;2,25;;0,4;;1,8;311,0
Gerwen;Nuenen, Gerwen en Nederwetten;Buurt;8200100;5674;760;2,4;569,0;370,0;97,0;85,0;11,0;4,0;18,0;;2,174825174825175;;0,2565789473684211;1,4;0,5;298,0
Verspreide huizen Gerwen;Nuenen, Gerwen en Nederwetten;Buurt;8200109;5674;125;2,6;48,0;525,0;98,0;88,0;1,0;10,0;11,0;;1,962962962962963;;0,6;1,4;1,7;97,0
Nederwetten;Nuenen, Gerwen en Nederwetten;Buurt;8200200;5674;305;2,4;737,0;394,0;97,0;87,0;7,0;6,0;30,0;;2,1724137931034484;;0,26229508196721313;1,5;0,3;112,0
Verspreide huizen Nederwetten;Nuenen, Gerwen en Nederwetten;Buurt;8200209;5674;55;2,7;33,0;585,0;100,0;92,0;0,0;8,0;6,0;;2,1818181818181817;;0,45454545454545453;1,1;1,2;132,0
Nunspeet-Oost;Nunspeet;Buurt;3020000;8072;3635;2,5;3162,0;274,0;88,0;61,0;33,0;6,0;6,0;;1,8992248062015504;;0,16368638239339753;1,2;0,6;1081,0
Nunspeet-West;Nunspeet;Buurt;3020001;8071;3890;2,3;3427,0;260,0;75,0;62,0;28,0;9,0;21,0;;1,8874074074074074;;0,2583547557840617;1,2;0,5;1105,0
Nunspeet-Zuid;Nunspeet;Buurt;3020002;8072;110;2,2;181,0;490,0;96,0;80,0;0,0;17,0;37,0;;2,210526315789474;;0,4090909090909091;1,4;1,3;422,0
Hulshorst;Nunspeet;Buurt;3020003;8077;315;2,6;1530,0;331,0;93,0;77,0;14,0;9,0;25,0;;1,9523809523809523;;0,31746031746031744;1,3;0,6;156,0
Verspreide huizen Hulshorst;Nunspeet;Buurt;3020005;8077;230;2,5;185,0;399,0;84,0;72,0;3,0;24,0;26,0;;1,8888888888888888;;0,391304347826087;1,8;1,5;128,0
Verspreide huizen Zuiderzeeland Nunspeet;Nunspeet;Buurt;3020006;8071;615;2,9;150,0;395,0;83,0;74,0;7,0;19,0;54,0;;1,8865248226950355;;0,36585365853658536;1,6;1,3;459,0
Verspr.h. Zuiderzeeland Hulshorst;Nunspeet;Buurt;3020007;8077;150;2,7;41,0;425,0;71,0;70,0;0,0;28,0;32,0;;1,8387096774193548;;0,5333333333333333;1,2;1,6;91,0
Verspreide huizen bosgebied Nunspeet;Nunspeet;Buurt;3020008;8072;40;2,0;7,0;467,0;91,0;65,0;0,0;35,0;13,0;;1,8571428571428572;;0,375;;1,8;330,0
Verspreide huizen bosgebied Hulshorst;Nunspeet;Buurt;3020009;8077;95;2,3;15,0;579,0;98,0;87,0;0,0;13,0;12,0;;1,7647058823529411;;0,3684210526315789;2,2;1,7;96,0
Elspeet;Nunspeet;Buurt;3020100;8075;1015;2,9;2572,0;312,0;89,0;71,0;18,0;9,0;30,0;;1,8516746411483254;;0,2660098522167488;1,5;0,4;397,0
Vierhouten;Nunspeet;Buurt;3020101;8076;165;2,3;282,0;405,0;97,0;73,0;14,0;13,0;15,0;;2,033333333333333;;0,36363636363636365;1,1;5,5;75,0
Verspreide huizen bosgebied Vierhouten;Nunspeet;Buurt;3020107;8076;100;2,2;9,0;484,0;87,0;63,0;0,0;34,0;16,0;;1,75;;0,55;2,2;5,2;48,0
Verspreide huizen Elspeet en omgeving;Nunspeet;Buurt;3020108;8075;530;3,0;177,0;401,0;82,0;82,0;0,0;18,0;27,0;;1,7433628318584071;;0,37735849056603776;1,4;1,7;159,0
Verspreide huizen Elspeetse Bos;Nunspeet;Buurt;3020109;8075;40;2,6;5,0;435,0;84,0;74,0;0,0;26,0;29,0;;1,75;;0,625;;2,4;55,0
Rhijngeest;Oegstgeest;Buurt;5790001;2342;85;1,9;429,0;816,0;77,0;75,0;0,0;24,0;19,0;;2,1739130434782608;;0,35294117647058826;1,0;1,3;1265,0
Rijnfront;Oegstgeest;Buurt;5790002;2342;900;2,7;2422,0;485,0;66,0;79,0;7,0;13,0;99,0;;2,4702702702702704;;0,2222222222222222;1,1;0,5;1071,0
Buitengebied;Oegstgeest;Buurt;5790003;2343;25;2,3;52,0;643,0;100,0;77,0;0,0;23,0;27,0;;1,3333333333333333;;1,8;;1,3;789,0
Oranje Nassau;Oegstgeest;Buurt;5790011;2341;1790;2,4;6061,0;648,0;86,0;91,0;0,0;9,0;5,0;;2,5779220779220777;;0,29329608938547486;1,1;0,4;1847,0
Oudenhof;Oegstgeest;Buurt;5790012;2343;960;2,6;2749,0;542,0;93,0;83,0;0,0;17,0;4,0;;2,592814371257485;;0,21354166666666666;1,2;0,3;1965,0
Bloemenbuurt;Oegstgeest;Buurt;5790013;2343;1650;1,6;8131,0;232,0;7,0;55,0;24,0;21,0;11,0;;2,160427807486631;;0,10909090909090909;0,7;0,6;2124,0
Voscuyl;Oegstgeest;Buurt;5790014;2343;1310;2,2;3964,0;417,0;71,0;63,0;20,0;15,0;25,0;;2,4166666666666665;;0,1946564885496183;0,9;0,7;1834,0
Buitenlust;Oegstgeest;Buurt;5790015;2341;345;2,3;2496,0;302,0;82,0;37,0;60,0;3,0;19,0;;1,7966101694915255;;0,14492753623188406;0,8;0,4;1269,0
Haaswijk-West;Oegstgeest;Buurt;5790021;2343;800;2,3;6880,0;356,0;93,0;64,0;25,0;11,0;0,0;;2,138888888888889;;0,14375;1,1;0,7;1627,0
Haaswijk-Oost;Oegstgeest;Buurt;5790022;2343;1270;2,3;5412,0;385,0;70,0;70,0;27,0;3,0;2,0;;2,3732718894009217;;0,14173228346456693;1,0;0,8;1758,0
De Morsebel;Oegstgeest;Buurt;5790023;2343;550;2,3;5436,0;412,0;59,0;68,0;30,0;2,0;0,0;;2,2291666666666665;;0,16363636363636364;1,2;0,6;1200,0
Poelgeest;Oegstgeest;Buurt;5790024;2341;1065;2,5;7802,0;428,0;57,0;78,0;8,0;13,0;76,0;;2,3427230046948355;;0,18779342723004694;1,0;0,7;1775,0
Oirschot-Centrum;Oirschot;Buurt;8230000;5688;1975;2,1;3468,0;301,0;63,0;55,0;27,0;17,0;13,0;;1,9966442953020134;;0,21772151898734177;1,1;0,5;1067,0
Oirschot Noordoost;Oirschot;Buurt;8230001;5688;65;2,7;141,0;458,0;100,0;89,0;0,0;11,0;26,0;;2,0714285714285716;;0,46153846153846156;1,0;1,2;253,0
De Notel;Oirschot;Buurt;8230002;5688;1560;2,5;4275,0;320,0;99,0;88,0;9,0;3,0;4,0;;2,0;;0,16346153846153846;1,4;0,4;998,0
Industrieterrein De Stad;Oirschot;Buurt;8230003;5688;125;2,0;447,0;452,0;50,0;77,0;0,0;22,0;50,0;;1,7777777777777777;;1,2;1,7;0,8;551,0
Snepseind en Bijsterveld;Oirschot;Buurt;8230004;5688;145;3,1;136,0;502,0;90,0;89,0;1,0;10,0;25,0;;1,9736842105263157;;0,5172413793103449;2,0;1,2;295,0
Straten met Moleneind;Oirschot;Buurt;8230005;5688;80;2,8;103,0;514,0;93,0;91,0;0,0;7,0;16,0;;2,0;;0,5625;1,5;0,8;94,0
Verspreide huizen Zuid-Oirschotse Heide;Oirschot;Buurt;8230008;5688;445;2,7;60,0;398,0;90,0;80,0;10,0;9,0;68,0;;2,1382978723404253;;0,4943820224719101;1,7;1,7;462,0
Verspreide huizen Noord en De Mortelen;Oirschot;Buurt;8230009;5688;145;2,9;31,0;464,0;96,0;84,0;0,0;16,0;18,0;;1,9393939393939394;;0,4827586206896552;1,5;2,2;165,0
Spoordonk;Oirschot;Buurt;8230100;5688;295;2,6;3409,0;329,0;93,0;80,0;15,0;5,0;37,0;;1,8644067796610169;;0,23728813559322035;0,9;0,5;150,0
Verspreide huizen Spoordonk;Oirschot;Buurt;8230109;5688;660;2,4;93,0;336,0;96,0;87,0;0,0;12,0;13,0;;1,930232558139535;;0,4393939393939394;1,7;2,4;92,0
Middelbeers;Oirschot;Buurt;8230200;5091;1145;2,3;2862,0;334,0;88,0;78,0;12,0;10,0;17,0;;1,9532710280373833;;0,18777292576419213;1,4;0,8;410,0
Verspreide huizen Westelbeers;Oirschot;Buurt;8230208;5091;110;2,9;31,0;468,0;91,0;89,0;0,0;10,0;13,0;;1,8333333333333333;;0,5454545454545454;1,6;2,8;49,0
Verspreide huizen Middelbeers;Oirschot;Buurt;8230209;5091;225;2,8;89,0;470,0;96,0;87,0;0,0;12,0;16,0;;2,056603773584906;;0,6444444444444445;2,1;1,4;162,0
Oostelbeers;Oirschot;Buurt;8230300;5091;480;2,4;2642,0;318,0;99,0;82,0;14,0;5,0;18,0;;1,8969072164948453;;0,19791666666666666;1,6;2,2;217,0
Verspreide huizen Oostelbeers;Oirschot;Buurt;8230309;5091;225;2,7;28,0;461,0;93,0;86,0;0,0;14,0;15,0;;2,0416666666666665;;0,6;1,2;2,9;97,0
Verspr.h. westen en noorden Moerg.;Oisterwijk;Buurt;8240101;5066;95;2,5;27,0;599,0;97,0;73,0;0,0;27,0;21,0;;2,2;;0,631578947368421;1,5;2,2;279,0
Omg. Pannenschuur-Centrum;Oisterwijk;Buurt;8240201;5061;1535;2,4;2694,0;270,0;88,0;64,0;29,0;7,0;14,0;;1,993220338983051;;0,16286644951140064;1,2;0,5;1238,0
Omg. Bej.Centrum/Molen;Oisterwijk;Buurt;8240202;5061;850;2,1;5146,0;278,0;76,0;62,0;35,0;3,0;15,0;;1,986206896551724;;0,15294117647058825;1,2;0,6;1370,0
Heukelom;Oisterwijk;Buurt;8240301;5059;105;2,8;87,0;588,0;98,0;86,0;0,0;14,0;20,0;;2,0476190476190474;;0,5714285714285714;1,5;1,5;434,0
Buitengebied (Zuid);Oisterwijk;Buurt;8240401;5062;235;2,2;50,0;958,0;97,0;73,0;0,0;22,0;22,0;;1,7941176470588236;;0,6170212765957447;1,6;2,1;220,0
Buitengebied (de Logt);Oisterwijk;Buurt;8240402;5062;30;2,7;14,0;555,0;100,0;88,0;0,0;12,0;12,0;;1,875;;0,6666666666666666;;3,7;35,0
Omg. Vinkenberg/Heuvelstraat;Oisterwijk;Buurt;8240501;5066;75;2,8;170,0;534,0;97,0;88,0;0,0;12,0;12,0;;2,1333333333333333;;0,5333333333333333;1,4;2,0;137,0
Omgeving George Perklaan;Oisterwijk;Buurt;8240601;5061;70;2,4;2072,0;498,0;99,0;97,0;0,0;3,0;1,0;;2,3076923076923075;;0,5;1,6;0,8;893,0
Centrum Moergestel;Oisterwijk;Buurt;8240701;5066;2130;2,3;2324,0;334,0;87,0;75,0;17,0;8,0;15,0;;2,0925925925925926;;0,2746478873239437;1,4;0,7;657,0
Omg. 't Seuverick;Oisterwijk;Buurt;8240801;5061;385;2,5;5654,0;286,0;93,0;78,0;18,0;3,0;2,0;;2,013157894736842;;0,15584415584415584;1,3;0,4;1279,0
Omg. 't Westend;Oisterwijk;Buurt;8240802;5061;315;2,2;5685,0;209,0;97,0;42,0;57,0;1,0;3,0;;1,5961538461538463;;0,07936507936507936;1,1;0,4;942,0
"Omg. ""Prinsessen""-wijk";Oisterwijk;Buurt;8240803;5061;535;2,2;4971,0;244,0;85,0;60,0;31,0;9,0;16,0;;1,924731182795699;;0,18691588785046728;1,1;0,5;1486,0
Omg. Europaln/Hondsbergseln;Oisterwijk;Buurt;8240901;5062;150;2,7;854,0;1146,0;100,0;94,0;0,0;6,0;11,0;;2,4;;0,5666666666666667;1,9;0,6;770,0
Omg. Levenskerk/Boomgaard;Oisterwijk;Buurt;8240902;5062;605;2,4;3864,0;412,0;91,0;88,0;9,0;3,0;6,0;;2,3;;0,2809917355371901;1,3;0,5;1205,0
Omg. Bunders;Oisterwijk;Buurt;8240903;5062;440;2,7;4679,0;404,0;100,0;90,0;1,0;8,0;1,0;;2,3048780487804876;;0,23863636363636365;1,2;0,3;1221,0
Omg. Dotterpln/Wildemanstr;Oisterwijk;Buurt;8240904;5062;380;2,5;3504,0;462,0;100,0;94,0;2,0;4,0;6,0;;2,265625;;0,32894736842105265;1,4;0,3;1291,0
Buitengebied Kerkhoven;Oisterwijk;Buurt;8241001;5061;35;2,8;64,0;519,0;92,0;78,0;0,0;19,0;0,0;;2,142857142857143;;0,5714285714285714;;1,4;362,0
"Omg. ""Burghtweide""";Oisterwijk;Buurt;8241102;5062;230;2,0;1601,0;416,0;64,0;93,0;0,0;7,0;7,0;;2,16;;0,2391304347826087;1,3;0,6;952,0
Omg. Klompven/Eikenven;Oisterwijk;Buurt;8241103;5062;155;2,7;1228,0;915,0;100,0;95,0;0,0;5,0;17,0;;2,5161290322580645;;0,6129032258064516;1,6;1,2;586,0
Omg. Boxtelsebn/Waterhoef;Oisterwijk;Buurt;8241104;5061;1190;2,1;5750,0;249,0;77,0;51,0;43,0;5,0;20,0;;1,9;;0,15966386554621848;1,0;0,6;969,0
Omgeving Industrieterrein;Oisterwijk;Buurt;8241201;5061;305;2,4;465,0;393,0;67,0;67,0;0,0;33,0;67,0;;2,4098360655737703;;1,3278688524590163;1,8;1,2;1291,0
Omg. Petrus-Kerk;Oisterwijk;Buurt;8241301;5061;495;1,7;3619,0;270,0;43,0;49,0;17,0;33,0;31,0;;2,0793650793650795;;0,21212121212121213;0,9;0,8;1758,0
Omg. De Lind/Kerkstr;Oisterwijk;Buurt;8241302;5061;710;1,7;3331,0;317,0;30,0;46,0;23,0;27,0;29,0;;1,95;;0,4647887323943662;1,0;0,6;1568,0
Verspr.h. oosten en zuiden Moerg.;Oisterwijk;Buurt;8241402;5066;120;2,8;23,0;642,0;95,0;90,0;0,0;10,0;15,0;;1,8076923076923077;;0,9166666666666666;1,0;2,6;51,0
